task_id,condition_id,repetition_index,task_success_visible,otel_trace_complete,end_to_end_task_latency_ms,per_task_cost_usd,total_tokens,input_tokens,output_tokens,run_id
repo-sigma-migration-order-recall-001,zep,2,1,pass,68388,6.09e-05,386,337,49,memswe-smoke-repo-sigma-migration-order-recall-001-zep-r2-2026-07-09T11-31-45-565Z
repo-sigma-migration-order-recall-001,zep,3,1,pass,11438,7.406e-05,433,337,96,memswe-smoke-repo-sigma-migration-order-recall-001-zep-r3-2026-07-09T11-33-28-587Z
repo-sigma-migration-order-recall-001,zep,4,1,pass,3104,7.686e-05,443,337,106,memswe-smoke-repo-sigma-migration-order-recall-001-zep-r4-2026-07-09T11-34-14-771Z
repo-tau-constraint-recall-001,full_context,1,1,pass,7268,0.00012096000000000001,760,656,104,memswe-smoke-repo-tau-constraint-recall-001-full_context-r1-2026-07-09T01-26-56-057Z
repo-tau-constraint-recall-001,full_context,2,1,pass,5190,0.00016072,902,656,246,memswe-smoke-repo-tau-constraint-recall-001-full_context-r2-2026-07-09T01-30-05-437Z
repo-tau-constraint-recall-001,full_context,3,1,pass,4921,0.00014364,841,656,185,memswe-smoke-repo-tau-constraint-recall-001-full_context-r3-2026-07-09T01-30-16-491Z
repo-tau-constraint-recall-001,full_context,4,1,pass,3076,0.00010444,701,656,45,memswe-smoke-repo-tau-constraint-recall-001-full_context-r4-2026-07-09T01-30-26-206Z
repo-tau-constraint-recall-001,hindsight,1,1,pass,2584,7.677e-05,594,335,259,memswe-smoke-repo-tau-constraint-recall-001-hindsight-r1-2026-07-09T03-09-46-841Z
repo-tau-constraint-recall-001,hindsight,2,1,pass,3981,0.00010346,537,335,202,memswe-smoke-repo-tau-constraint-recall-001-hindsight-r2-2026-07-09T10-41-18-383Z
repo-tau-constraint-recall-001,hindsight,3,1,pass,11545,0.00012474,613,335,278,memswe-smoke-repo-tau-constraint-recall-001-hindsight-r3-2026-07-09T10-42-56-864Z
repo-tau-constraint-recall-001,hindsight,4,1,pass,2963,7.630000000000001e-05,440,335,105,memswe-smoke-repo-tau-constraint-recall-001-hindsight-r4-2026-07-09T10-44-04-868Z
repo-tau-constraint-recall-001,honcho,1,1,pass,72615,7.83e-05,752,634,118,memswe-smoke-repo-tau-constraint-recall-001-honcho-r1-2026-07-09T03-14-49-611Z
repo-tau-constraint-recall-001,honcho,2,1,pass,5992,0.00022624,1047,478,569,memswe-smoke-repo-tau-constraint-recall-001-honcho-r2-2026-07-09T05-29-39-787Z
repo-tau-constraint-recall-001,honcho,3,1,pass,3069,0.00011606000000000001,659,489,170,memswe-smoke-repo-tau-constraint-recall-001-honcho-r3-2026-07-09T05-40-13-878Z
repo-tau-constraint-recall-001,honcho,4,1,pass,5376,0.00011592000000000001,668,508,160,memswe-smoke-repo-tau-constraint-recall-001-honcho-r4-2026-07-09T07-23-47-376Z
repo-tau-constraint-recall-001,no_memory,1,1,pass,4081,0.00011032000000000001,562,336,226,memswe-smoke-repo-tau-constraint-recall-001-no_memory-r1-2026-07-09T04-54-08-526Z
repo-tau-constraint-recall-001,no_memory,2,1,pass,5921,8.176e-05,460,336,124,memswe-smoke-repo-tau-constraint-recall-001-no_memory-r2-2026-07-09T04-59-20-107Z
repo-tau-constraint-recall-001,no_memory,3,1,pass,6612,9.436000000000001e-05,505,336,169,memswe-smoke-repo-tau-constraint-recall-001-no_memory-r3-2026-07-09T05-01-49-769Z
repo-tau-constraint-recall-001,no_memory,4,1,pass,4642,7.728e-05,444,336,108,memswe-smoke-repo-tau-constraint-recall-001-no_memory-r4-2026-07-09T05-02-43-302Z
repo-tau-constraint-recall-001,supermemory,1,1,pass,20059,0.00014532,687,336,351,memswe-smoke-repo-tau-constraint-recall-001-supermemory-r1-2026-07-09T11-56-03-046Z
repo-tau-constraint-recall-001,supermemory,2,1,pass,8832,8.764000000000001e-05,481,336,145,memswe-smoke-repo-tau-constraint-recall-001-supermemory-r2-2026-07-09T11-56-35-158Z
repo-tau-constraint-recall-001,supermemory,3,1,pass,23303,6.272000000000001e-05,392,336,56,memswe-smoke-repo-tau-constraint-recall-001-supermemory-r3-2026-07-09T11-56-55-460Z
repo-tau-constraint-recall-001,supermemory,4,1,pass,18500,6.328e-05,394,336,58,memswe-smoke-repo-tau-constraint-recall-001-supermemory-r4-2026-07-09T11-57-32-026Z
repo-tau-constraint-recall-001,zep,1,1,pass,11114,0.00015862,734,335,399,memswe-smoke-repo-tau-constraint-recall-001-zep-r1-2026-07-09T11-17-08-372Z
repo-tau-constraint-recall-001,zep,2,1,pass,63076,0.00034846000000000003,1412,335,1077,memswe-smoke-repo-tau-constraint-recall-001-zep-r2-2026-07-09T11-17-54-452Z
repo-tau-constraint-recall-001,zep,3,1,pass,61577,9.45e-05,505,335,170,memswe-smoke-repo-tau-constraint-recall-001-zep-r3-2026-07-09T11-19-32-021Z
repo-tau-constraint-recall-001,zep,4,1,pass,3211,8.778e-05,481,335,146,memswe-smoke-repo-tau-constraint-recall-001-zep-r4-2026-07-09T11-21-08-180Z
repo-upsilon-multi-fact-aggregation-001,full_context,1,1,pass,13966,0.00010682000000000001,677,591,86,memswe-smoke-repo-upsilon-multi-fact-aggregation-001-full_context-r1-2026-07-09T01-32-19-778Z
repo-upsilon-multi-fact-aggregation-001,full_context,2,1,pass,3578,0.00010626000000000002,675,591,84,memswe-smoke-repo-upsilon-multi-fact-aggregation-001-full_context-r2-2026-07-09T01-32-44-387Z
repo-upsilon-multi-fact-aggregation-001,full_context,3,1,pass,9170,0.00012670000000000002,748,591,157,memswe-smoke-repo-upsilon-multi-fact-aggregation-001-full_context-r3-2026-07-09T01-32-59-425Z
repo-upsilon-multi-fact-aggregation-001,full_context,4,1,pass,5379,0.00012754000000000002,751,591,160,memswe-smoke-repo-upsilon-multi-fact-aggregation-001-full_context-r4-2026-07-09T01-33-15-730Z
repo-upsilon-multi-fact-aggregation-001,hindsight,1,1,pass,4719,7.854e-05,448,335,113,memswe-smoke-repo-upsilon-multi-fact-aggregation-001-hindsight-r1-2026-07-09T10-58-27-584Z
repo-upsilon-multi-fact-aggregation-001,hindsight,2,1,pass,11943,0.00024374000000000002,1038,335,703,memswe-smoke-repo-upsilon-multi-fact-aggregation-001-hindsight-r2-2026-07-09T10-59-39-969Z
repo-upsilon-multi-fact-aggregation-001,hindsight,3,1,pass,16709,0.00016282,749,335,414,memswe-smoke-repo-upsilon-multi-fact-aggregation-001-hindsight-r3-2026-07-09T11-01-49-651Z
repo-upsilon-multi-fact-aggregation-001,hindsight,4,1,pass,10885,0.00021014000000000002,918,335,583,memswe-smoke-repo-upsilon-multi-fact-aggregation-001-hindsight-r4-2026-07-09T11-03-12-189Z
repo-upsilon-multi-fact-aggregation-001,honcho,1,1,pass,2529,8.344e-05,543,490,53,memswe-smoke-repo-upsilon-multi-fact-aggregation-001-honcho-r1-2026-07-09T09-44-33-505Z
repo-upsilon-multi-fact-aggregation-001,honcho,2,1,pass,2627,9.702e-05,653,613,40,memswe-smoke-repo-upsilon-multi-fact-aggregation-001-honcho-r2-2026-07-09T09-46-02-527Z
repo-upsilon-multi-fact-aggregation-001,honcho,3,1,pass,6565,0.00014826,853,647,206,memswe-smoke-repo-upsilon-multi-fact-aggregation-001-honcho-r3-2026-07-09T09-47-34-820Z
repo-upsilon-multi-fact-aggregation-001,honcho,4,1,pass,2282,9.058000000000002e-05,582,517,65,memswe-smoke-repo-upsilon-multi-fact-aggregation-001-honcho-r4-2026-07-09T09-49-11-777Z
repo-upsilon-multi-fact-aggregation-001,no_memory,1,1,pass,6429,0.00016884000000000002,771,336,435,memswe-smoke-repo-upsilon-multi-fact-aggregation-001-no_memory-r1-2026-07-09T05-03-51-096Z
repo-upsilon-multi-fact-aggregation-001,no_memory,2,1,pass,5952,0.000161,743,336,407,memswe-smoke-repo-upsilon-multi-fact-aggregation-001-no_memory-r2-2026-07-09T05-03-59-361Z
repo-upsilon-multi-fact-aggregation-001,no_memory,3,1,pass,13446,0.00013188000000000002,639,336,303,memswe-smoke-repo-upsilon-multi-fact-aggregation-001-no_memory-r3-2026-07-09T05-04-07-327Z
repo-upsilon-multi-fact-aggregation-001,no_memory,4,1,pass,6073,8.736e-05,480,336,144,memswe-smoke-repo-upsilon-multi-fact-aggregation-001-no_memory-r4-2026-07-09T05-04-23-031Z
repo-upsilon-multi-fact-aggregation-001,supermemory,1,1,pass,27536,0.00020664000000000001,906,336,570,memswe-smoke-repo-upsilon-multi-fact-aggregation-001-supermemory-r1-2026-07-09T12-02-53-583Z
repo-upsilon-multi-fact-aggregation-001,supermemory,2,1,pass,30079,6.384000000000001e-05,396,336,60,memswe-smoke-repo-upsilon-multi-fact-aggregation-001-supermemory-r2-2026-07-09T12-03-34-601Z
repo-upsilon-multi-fact-aggregation-001,supermemory,3,1,pass,4999,0.00011704,586,336,250,memswe-smoke-repo-upsilon-multi-fact-aggregation-001-supermemory-r3-2026-07-09T12-04-15-561Z
repo-upsilon-multi-fact-aggregation-001,supermemory,4,1,pass,36079,7.056e-05,420,336,84,memswe-smoke-repo-upsilon-multi-fact-aggregation-001-supermemory-r4-2026-07-09T12-04-33-613Z
repo-upsilon-multi-fact-aggregation-001,zep,1,1,pass,49796,0.00079478,3006,335,2671,memswe-smoke-repo-upsilon-multi-fact-aggregation-001-zep-r1-2026-07-09T11-34-52-733Z
repo-upsilon-multi-fact-aggregation-001,zep,2,1,pass,113116,0.0015703800000000001,5776,335,5441,memswe-smoke-repo-upsilon-multi-fact-aggregation-001-zep-r2-2026-07-09T11-36-16-812Z
repo-upsilon-multi-fact-aggregation-001,zep,3,1,pass,6420,0.00014602000000000001,689,335,354,memswe-smoke-repo-upsilon-multi-fact-aggregation-001-zep-r3-2026-07-09T11-38-43-924Z
repo-upsilon-multi-fact-aggregation-001,zep,4,1,pass,2738,8.162e-05,459,335,124,memswe-smoke-repo-upsilon-multi-fact-aggregation-001-zep-r4-2026-07-09T11-39-25-467Z
repo-vau-session-note-conflict-typescript-001,full_context,1,1,pass,1636,7.476e-05,487,440,47,memswe-smoke-repo-vau-session-note-conflict-typescript-001-full_context-r1-2026-07-09T01-20-16-387Z
repo-vau-session-note-conflict-typescript-001,full_context,2,1,pass,1858,7.308e-05,481,440,41,memswe-smoke-repo-vau-session-note-conflict-typescript-001-full_context-r2-2026-07-09T01-20-19-845Z
repo-vau-session-note-conflict-typescript-001,full_context,3,1,pass,1274,6.3e-05,445,440,5,memswe-smoke-repo-vau-session-note-conflict-typescript-001-full_context-r3-2026-07-09T01-20-23-644Z
repo-vau-session-note-conflict-typescript-001,full_context,4,1,pass,2375,8.596e-05,527,440,87,memswe-smoke-repo-vau-session-note-conflict-typescript-001-full_context-r4-2026-07-09T01-20-26-787Z
repo-vau-session-note-conflict-typescript-001,hindsight,1,1,pass,1836,4.1580000000000005e-05,275,253,22,memswe-smoke-repo-vau-session-note-conflict-typescript-001-hindsight-r1-2026-07-09T11-14-10-218Z
repo-vau-session-note-conflict-typescript-001,hindsight,2,1,pass,2346,4.046e-05,271,253,18,memswe-smoke-repo-vau-session-note-conflict-typescript-001-hindsight-r2-2026-07-09T11-14-20-219Z
repo-vau-session-note-conflict-typescript-001,hindsight,3,1,pass,2836,6.398000000000001e-05,355,253,102,memswe-smoke-repo-vau-session-note-conflict-typescript-001-hindsight-r3-2026-07-09T11-14-34-886Z
repo-vau-session-note-conflict-typescript-001,hindsight,4,1,pass,1997,4.2420000000000004e-05,278,253,25,memswe-smoke-repo-vau-session-note-conflict-typescript-001-hindsight-r4-2026-07-09T11-14-46-842Z
repo-vau-session-note-conflict-typescript-001,honcho,1,1,pass,14685,7.560000000000001e-05,460,380,80,memswe-smoke-repo-vau-session-note-conflict-typescript-001-honcho-r1-2026-07-09T10-11-36-149Z
repo-vau-session-note-conflict-typescript-001,honcho,2,1,pass,4097,0.00011158000000000001,601,405,196,memswe-smoke-repo-vau-session-note-conflict-typescript-001-honcho-r2-2026-07-09T10-13-17-354Z
repo-vau-session-note-conflict-typescript-001,honcho,3,1,pass,2666,9.268e-05,589,516,73,memswe-smoke-repo-vau-session-note-conflict-typescript-001-honcho-r3-2026-07-09T10-14-49-472Z
repo-vau-session-note-conflict-typescript-001,honcho,4,1,pass,1898,8.372000000000002e-05,553,508,45,memswe-smoke-repo-vau-session-note-conflict-typescript-001-honcho-r4-2026-07-09T10-16-24-166Z
repo-vau-session-note-conflict-typescript-001,no_memory,1,1,pass,94477,6.608e-05,363,254,109,memswe-smoke-repo-vau-session-note-conflict-typescript-001-no_memory-r1-2026-07-09T10-37-14-647Z
repo-vau-session-note-conflict-typescript-001,no_memory,2,1,pass,3212,7.448e-05,393,254,139,memswe-smoke-repo-vau-session-note-conflict-typescript-001-no_memory-r2-2026-07-09T10-38-51-873Z
repo-vau-session-note-conflict-typescript-001,no_memory,3,1,pass,42001,5.292e-05,316,254,62,memswe-smoke-repo-vau-session-note-conflict-typescript-001-no_memory-r3-2026-07-09T10-38-57-722Z
repo-vau-session-note-conflict-typescript-001,no_memory,4,1,pass,1704,3.668000000000001e-05,258,254,4,memswe-smoke-repo-vau-session-note-conflict-typescript-001-no_memory-r4-2026-07-09T10-39-42-056Z
repo-vau-session-note-conflict-typescript-001,supermemory,1,1,pass,25712,7.896000000000002e-05,409,254,155,memswe-smoke-repo-vau-session-note-conflict-typescript-001-supermemory-r1-2026-07-09T12-10-39-424Z
repo-vau-session-note-conflict-typescript-001,supermemory,2,1,pass,1639,4.088000000000001e-05,273,254,19,memswe-smoke-repo-vau-session-note-conflict-typescript-001-supermemory-r2-2026-07-09T12-11-16-073Z
repo-vau-session-note-conflict-typescript-001,supermemory,3,1,pass,26928,0.00012264,565,254,311,memswe-smoke-repo-vau-session-note-conflict-typescript-001-supermemory-r3-2026-07-09T12-11-27-475Z
repo-vau-session-note-conflict-typescript-001,supermemory,4,1,pass,33433,3.6960000000000005e-05,259,254,5,memswe-smoke-repo-vau-session-note-conflict-typescript-001-supermemory-r4-2026-07-09T12-12-08-026Z
repo-vau-session-note-conflict-typescript-001,zep,1,1,pass,21309,4.326e-05,281,253,28,memswe-smoke-repo-vau-session-note-conflict-typescript-001-zep-r1-2026-07-09T11-49-04-939Z
repo-vau-session-note-conflict-typescript-001,zep,2,1,pass,29799,3.682e-05,258,253,5,memswe-smoke-repo-vau-session-note-conflict-typescript-001-zep-r2-2026-07-09T11-50-01-527Z
repo-vau-session-note-conflict-typescript-001,zep,3,1,pass,28536,4.4380000000000005e-05,285,253,32,memswe-smoke-repo-vau-session-note-conflict-typescript-001-zep-r3-2026-07-09T11-51-05-977Z
repo-vau-session-note-conflict-typescript-001,zep,4,1,pass,3389,3.626e-05,256,253,3,memswe-smoke-repo-vau-session-note-conflict-typescript-001-zep-r4-2026-07-09T11-52-08-873Z
repo-zeta-retry-endpoint-forgetting-001,full_context,1,1,pass,2025,9.548e-05,622,562,60,memswe-smoke-repo-zeta-retry-endpoint-forgetting-001-full_context-r1-2026-07-09T01-30-33-843Z
repo-zeta-retry-endpoint-forgetting-001,full_context,2,1,pass,2232,8.484e-05,584,562,22,memswe-smoke-repo-zeta-retry-endpoint-forgetting-001-full_context-r2-2026-07-09T01-30-44-571Z
repo-zeta-retry-endpoint-forgetting-001,full_context,3,1,pass,3909,0.00015708,842,562,280,memswe-smoke-repo-zeta-retry-endpoint-forgetting-001-full_context-r3-2026-07-09T01-30-55-573Z
repo-zeta-retry-endpoint-forgetting-001,full_context,4,1,pass,2685,9.1e-05,606,562,44,memswe-smoke-repo-zeta-retry-endpoint-forgetting-001-full_context-r4-2026-07-09T01-31-08-363Z
repo-zeta-retry-endpoint-forgetting-001,hindsight,1,1,pass,1822,5.6000000000000006e-05,361,322,39,memswe-smoke-repo-zeta-retry-endpoint-forgetting-001-hindsight-r1-2026-07-09T10-45-11-036Z
repo-zeta-retry-endpoint-forgetting-001,hindsight,2,1,pass,6456,6.244e-05,384,322,62,memswe-smoke-repo-zeta-retry-endpoint-forgetting-001-hindsight-r2-2026-07-09T10-45-32-776Z
repo-zeta-retry-endpoint-forgetting-001,hindsight,3,1,pass,41480,0.0001218,596,322,274,memswe-smoke-repo-zeta-retry-endpoint-forgetting-001-hindsight-r3-2026-07-09T10-45-58-928Z
repo-zeta-retry-endpoint-forgetting-001,hindsight,4,1,pass,3262,0.00014084000000000001,664,322,342,memswe-smoke-repo-zeta-retry-endpoint-forgetting-001-hindsight-r4-2026-07-09T10-46-59-668Z
repo-zeta-retry-endpoint-forgetting-001,honcho,1,1,pass,8881,0.00018298,887,467,420,memswe-smoke-repo-zeta-retry-endpoint-forgetting-001-honcho-r1-2026-07-09T08-55-15-209Z
repo-zeta-retry-endpoint-forgetting-001,honcho,2,1,pass,2529,7.868e-05,506,450,56,memswe-smoke-repo-zeta-retry-endpoint-forgetting-001-honcho-r2-2026-07-09T09-00-29-322Z
repo-zeta-retry-endpoint-forgetting-001,honcho,3,1,pass,5756,0.00010024000000000002,625,534,91,memswe-smoke-repo-zeta-retry-endpoint-forgetting-001-honcho-r3-2026-07-09T09-02-07-323Z
repo-zeta-retry-endpoint-forgetting-001,honcho,4,1,pass,34795,0.00012222,678,483,195,memswe-smoke-repo-zeta-retry-endpoint-forgetting-001-honcho-r4-2026-07-09T09-03-47-907Z
repo-zeta-retry-endpoint-forgetting-001,no_memory,1,1,pass,17561,0.0004887400000000001,1907,323,1584,memswe-smoke-repo-zeta-retry-endpoint-forgetting-001-no_memory-r1-2026-07-09T05-02-05-063Z
repo-zeta-retry-endpoint-forgetting-001,no_memory,2,1,pass,2134,6.0620000000000006e-05,378,323,55,memswe-smoke-repo-zeta-retry-endpoint-forgetting-001-no_memory-r2-2026-07-09T05-02-29-106Z
repo-zeta-retry-endpoint-forgetting-001,no_memory,3,1,pass,14168,8.078000000000001e-05,450,323,127,memswe-smoke-repo-zeta-retry-endpoint-forgetting-001-no_memory-r3-2026-07-09T05-02-37-524Z
repo-zeta-retry-endpoint-forgetting-001,no_memory,4,1,pass,4091,9.058000000000002e-05,485,323,162,memswe-smoke-repo-zeta-retry-endpoint-forgetting-001-no_memory-r4-2026-07-09T05-02-57-797Z
repo-zeta-retry-endpoint-forgetting-001,supermemory,1,1,pass,4719,8.022000000000001e-05,448,323,125,memswe-smoke-repo-zeta-retry-endpoint-forgetting-001-supermemory-r1-2026-07-09T11-58-01-945Z
repo-zeta-retry-endpoint-forgetting-001,supermemory,2,1,pass,11360,0.00010822,548,323,225,memswe-smoke-repo-zeta-retry-endpoint-forgetting-001-supermemory-r2-2026-07-09T11-58-22-533Z
repo-zeta-retry-endpoint-forgetting-001,supermemory,3,1,pass,4276,0.00010822,548,323,225,memswe-smoke-repo-zeta-retry-endpoint-forgetting-001-supermemory-r3-2026-07-09T11-58-48-045Z
repo-zeta-retry-endpoint-forgetting-001,supermemory,4,1,pass,21846,0.00013538,645,323,322,memswe-smoke-repo-zeta-retry-endpoint-forgetting-001-supermemory-r4-2026-07-09T11-59-05-729Z
repo-zeta-retry-endpoint-forgetting-001,zep,1,1,pass,44681,0.00011956,588,322,266,memswe-smoke-repo-zeta-retry-endpoint-forgetting-001-zep-r1-2026-07-09T11-21-45-712Z
repo-zeta-retry-endpoint-forgetting-001,zep,2,1,pass,38784,7.196000000000001e-05,418,322,96,memswe-smoke-repo-zeta-retry-endpoint-forgetting-001-zep-r2-2026-07-09T11-23-09-060Z
repo-zeta-retry-endpoint-forgetting-001,zep,3,1,pass,8434,0.00019068,842,322,520,memswe-smoke-repo-zeta-retry-endpoint-forgetting-001-zep-r3-2026-07-09T11-24-26-610Z
repo-zeta-retry-endpoint-forgetting-001,zep,4,1,pass,8175,0.00019488,857,322,535,memswe-smoke-repo-zeta-retry-endpoint-forgetting-001-zep-r4-2026-07-09T11-25-13-549Z
